Resight ID,Ranking,@Image path,Name,Position,Location,Organisation,Bio,Total,Badge,Rank,Reputation score,Reputation rank badge,R Peers,R Directories,R News media,R Social media,Instructions score,Instructions rank badge,I Volume,I Value,I Clients,I Complexity,Sophistication score,Sophistication rank badge,S Tech and data,S Pricing,S Talent development,Experience score,Experience rank badge,E Service,E Expertise,E Commerciality,E Communication,E EQ,E Strategy,E Network,E Leadership
IND02203,International Trade,Photos/Devinder Bagia.jpg,Devinder Bagia,Partner,Delhi,Lakshmikumaran & Sridharan,,8,Ranked 3rd,3,7.5,Ranked 3rd,7.6,6.6,7.4,8.8,9.5,Ranked 3rd,9.5,-,10,9.3,5.9,,4.7,6,7,9.2,Ranked 1st,10,10,9,9,10,9,10,10
IND00723,International Trade,Photos/dhruv-gupta-.png,Dhruv Gupta,Partner,Delhi,Trilegal,,7.6,Top 5,4,6.4,Top 5,5.5,7.5,6.7,8.8,8.9,Top 10,9.5,-,8.9,8.7,7.5,Ranked 3rd,7.3,7,8,7.2,,10,6,8,8,10,6,8,10
IND01511,International Trade,Photos/Parthsarathi Jha.jpg,Parthsarathi Jha,Partner,"Delhi
Noida",Economic Laws Practice,,7.5,Top 5,5,7,Top 5,8.3,7.1,0,9.8,8.5,Top 10,6.7,-,9.6,8.8,6.3,Top 10,5.3,7,7,7.9,,8,10,8,10,8,10,10,10
IND07689,International Trade,Photos/Atul Sharma.png,Atul Sharma,Partner,Delhi,Sarvada Legal,,7.2,Top 10,6,-,,-,-,-,-,-,,-,-,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,-
IND07621,International Trade,Photos/Reena Khair.jpg,Reena Khair,,,Kochhar & Co,,6.4,Top 10,7,4.1,Top 10,0,9.2,9.1,9.4,8.5,,8.5,-,8.4,8.5,6.7,Top 5,-,7,-,-,,-,-,-,-,-,-,-,-
IND07657,International Trade,Photos/Seetharaman Sampath.png,Seetharaman Sampath,,,Sarvada Legal,,6.2,Top 10,8,4.1,Top 10,0,10,9.2,7.2,9.1,Top 5,8.2,-,9.4,9.3,4.7,,3.3,-,5,-,,-,-,-,-,-,-,-,-
IND07570,International Trade,Photos/Anuradha R V.jpg,Anuradha R V,,,Clarus Law Associates,,6.1,Top 10,9,3.4,Top 10,0,7.5,6.5,9.1,8.9,Top 10,8.9,-,9,8.8,6,Top 10,2.7,-,9,-,,-,-,-,-,-,-,-,-
IND02193,International Trade,Photos/Ankur Sharma.jpg,Ankur Sharma,Partner,Delhi,Lakshmikumaran & Sridharan,,6.2,Top 10,10,3.3,Top 10,0,7.1,6.5,8.8,9.2,Top 5,8.4,-,9.6,9.3,6,,4,6,8,6.8,,6,8,8,8,8,8,8,8
IND01267,International Trade,Photos/Ashish-Chandra.jpg,Ashish Chandra,Partner,Delhi,DSK Legal,,5.8,,11,3.2,Top 10,0,8.7,3.8,8.9,8.6,Top 10,8.8,-,8.5,8.6,5.2,,4,4,7,8.1,Top 10,10,10,10,10,8,10,8,10
IND00121,International Trade,Photos/Mayank Jain.png,Mayank Jain,Partner,Mumbai,Khaitan & Co,,5.3,,12,2.2,,0,0,9,8.2,7.8,,7.9,-,8.8,7.5,6.6,Top 10,6,7,-,8.5,Top 5,10,10,10,10,10,10,10,10
IND00968,International Trade,Photos/Anu Monga.jpg,Anu Monga,Partner,,AnantLaw,,5.3,,13,2.1,,0,0,8,8.7,8.6,Top 10,8.6,-,8.7,8.5,5.4,,4,7,6,9,Ranked 2nd,9,10,10,10,9,9,9,9
IND00059,International Trade,Photos/Ayush A Mehrotra.png,Ayush Mehrotra,Partner,Delhi,Khaitan & Co,,5.7,,14,1.9,,0,0,6,9.8,8.4,,7.6,-,8.6,8.6,8,Ranked 1st,8.7,-,8,8.3,Top 10,10,10,10,10,10,10,8,10
IND02646,International Trade,Photos/Ajinkya Gunjan Mishra.jpg,Ajinkya Gunjan Mishra,Partner,Delhi,S&R Associates,,5.3,,15,2.4,,0,0,9.4,10,7.6,,8.6,-,8.3,7,6.5,Top 10,6.7,7,6,8.5,Top 10,10,10,10,10,10,10,10,10
IND02989,International Trade,Photos/Rajat Agarwal.jpg,Rajat Agarwal,Partner,,VERTICES PARTNERS,,5.2,,16,1.3,,0,0,3.2,8.4,8.3,,7.8,-,8.4,8.5,6.6,Top 10,6,5,8,8.1,Top 10,10,8,10,10,10,10,8,10
IND00250,International Trade,Photos/Udayan-Choksi.png,Udayan Choksi,Partner,Mumbai,Veritas Legal,,4.5,,17,0.9,,0,0,0,9.4,7.5,,6.8,-,8,7.5,5.9,,5.3,7,6,8.1,Top 10,8,10,10,10,10,10,10,8
IND00569,Private Capital,Photos/Ashwath Rau.jpg,Ashwath Rau,Senior Partner,Mumbai,AZB & Partners,,8.7,Ranked 1st,1,10,Ranked 1st,10,8.4,4.2,-,10,Ranked 1st,7,10,8.5,-,8.7,,9,7,,9.9,Top 5,10,10,10,10,9.3,10,10,10
IND00508,Private Capital,Photos/Raghubir Menon.png,Raghubir Menon,"Partner & Regional Head of M&A, Private Equity, and General Corporate",Mumbai,Shardul Amarchand Mangaldas & Co.,,7.7,Ranked 2nd,2,9.1,Ranked 2nd,9.1,5.2,3.8,-,8.9,Ranked 2nd,3.4,5.9,9.94,-,8.2,,8,8,-,9.8,Top 10,10,9.6,10,9.6,9.6,10,9.2,10
IND00370,Private Capital,Photos/Reeba Chacko.png,Reeba Chacko,Partner & Head of Corporate,Bengaluru,Cyril Amarchand Mangaldas,,6.5,Ranked 3rd,3,8.1,Ranked 3rd,6.3,6,2.7,-,8,Top 5,2.8,4.1,9.62,-,8.2,,8,8,-,8.1,,10,10,10,10,8,8,10,10
IND00729,Private Capital,Photos/Harsh Maggon.png,Harsh Maggon,Partner,Mumbai,Trilegal,,5.8,Top 5,4,6.5,Top 10,3.4,0,5.6,-,8.3,Ranked 3rd,4,4,10,-,8.7,,9,7,-,9.4,,9.5,9.5,9,9.5,9,8.5,9,9.5
IND02118,Private Capital,Photos/Vikram Raghani.jpg,Vikram Raghani,Partner,Mumbai,J. Sagar Associates,,5.8,Top 5,5,7.2,Top 5,5,4.1,6.7,-,8,Top 5,3.8,5.3,6.75,-,8.1,,7,10,-,7,,10,10,10,10,10,6,0,8
IND00600,Private Capital,Photos/Vaidhyanandan Iyer.png,Vaidhyanadhan Iyer,Senior Partner,Mumbai,AZB & Partners,,5.7,Top 10,6,6.4,Top 10,3.1,0.8,5.6,-,7.3,Top 10,4.2,9.4,5.24,-,9.4,Top 10,10,7,-,9.4,,9.8,8.5,9.5,9.5,9.5,8.5,9.3,9.2
IND00580,Private Capital,Photos/Nandish Vyas.png,Nandish Vyas,Senior Partner,Mumbai,AZB & Partners,,5.6,Top 10,7,6.9,Top 5,4.4,3.4,5.8,-,7.2,Top 10,1.8,3.2,8.46,-,8.7,,9,7,-,9.8,Top 10,9.5,10,10,10,9.5,9.5,9.5,9.5
IND00092,Private Capital,Photos/Haigreve Khaitan.png,Haigreve Khaitan,Partner,Mumbai,Khaitan & Co,,5.2,Top 10,8,6.1,,1.6,5.5,7.1,-,6.8,,2.4,7,5.88,-,9.6,Ranked 2nd,10,8,-,10,Ranked 1st,10,10,10,10,10,10,10,10
IND00760,Private Capital,Photos/Nishant Parikh.png,Nishant Parikh,Partner,Mumbai,Trilegal,,4.7,Top 10,9,6.8,Top 10,3.1,6.3,5.6,-,6.6,,7,5,4.19,-,8.7,,9,7,-,-,,-,-,-,-,-,-,-,-
IND00391,Private Capital,Photos/Shishir Vattyaden.jpg,Shishir Jose Vayttaden,Partner,Mumbai,Khaitan & Co,,4.6,Top 10,10,5.9,,3.1,3.6,2.7,-,5.6,,2,4.4,4.08,-,9.6,Ranked 3rd,10,8,-,9.8,Top 10,10,9,10,10,9.5,9.3,9.8,9.8
IND02937,Private Capital,Photos/Sonali Mahapatra.jpg,Sonali Mahapatra,Partner,Mumbai,TT&A,,4.6,,11,6.2,,2.8,3.6,4.4,-,7,,3.4,4,7.11,-,5.9,,6,6,-,9.7,,9.5,9.5,9.5,9.5,9.5,9,10,10
IND00573,Private Capital,Photos/Darshika Kothari.jpg,Darshika Kothari,Senior Partner,Mumbai,AZB & Partners,,4.5,,12,5.4,,1.6,1.8,6.2,-,7.1,,2.8,5.3,6.92,-,8.7,,9,7,-,9.7,,9.3,10,10,10,10,8.7,9.3,10
IND00782,Private Capital,Photos/Sai Krishna Barathan.png,Sai Krishna Bharathan,Partner,Mumbai,Trilegal,,4.5,,13,5.4,,2.2,0,5.1,-,7.4,Top 10,6,4.3,6.8,-,8.7,,9,7,-,8.3,,10,10,8,10,10,10,10,10
IND00566,Private Capital,Photos/Anil Kasturi.png,Anil Kasturi,Senior Partner,Delhi,AZB & Partners,,4.5,,14,6.4,Top 10,1.3,8,2.7,-,4.7,,2,2.5,2.66,-,9.1,,9,8,-,9.5,,10,9.5,9.5,9.5,9.5,8.5,9,9.5
IND02976,Private Capital,Photos/Abhijit Joshi.png,Abhijit Joshi,Founding & Managing Partner,Mumbai,Veritas Legal,,4.4,,15,5.5,,0.9,3.7,8.3,-,7.3,Top 10,4,0,8.06,-,6.6,,7,5,-,9.9,Top 5,10,10,10,10,9.6,9.6,10,10
IND02949,Private Capital,Photos/Gautam Sahah.png,Gautam Saha,Joint Managing Partner,Delhi,TT&A,,4.4,,16,6.4,Top 10,2.5,6.5,5.9,-,6.3,,8,7.2,1.15,-,5.9,,6,6,-,9.6,,10,9,10,10,8.5,8,10,10
IND00736,Private Capital,Photos/Kannan Rahul.png,Kannan Rahul,Partner,Mumbai,Trilegal,,4.3,,17,5.6,,1.6,2.7,3.8,-,6.3,,2,3.2,6.32,-,8.7,,9,7,-,9.2,,10,9,10,10,10,9,10,9
IND00458,Private Capital,Photos/Iqbal Khan.png,Iqbal Khan,Partner,Mumbai,Cyril Amarchand Mangaldas,,4.3,,18,6.1,,2.5,3.8,8.6,-,5.7,,2,6.9,3.35,-,8.2,,8,8,-,9.2,,9,9,10,10,10,9,10,10
IND00369,Private Capital,Photos/Ravindra Bandhakavi.jpg,Ravindra Bandhakavi,Partner (Head-Private Equity),Delhi,Cyril Amarchand Mangaldas,,4.3,,19,6.2,,1.3,6.9,4.9,-,5.8,,4.4,3.8,3.89,-,7.5,,7,8,-,9.3,,10,10,10,9,10,10,10,9
IND00060,Private Capital,Photos/Bharat Anand.png,Bharat Anand,Partner,Delhi,Khaitan & Co,,4.2,,20,5.1,,1.3,0.6,7.7,-,6.1,,4.2,3,4.84,-,10,Ranked 1st,10,9,-,9.2,,9,9,8.5,8.5,8.5,9,9.5,10
IND00132,Private Capital,Photos/Nikhil Narayanan.jpg,Nikhil Narayanan,Partner,Delhi,Khaitan & Co,,4.2,,21,5.5,,1.9,0,0,-,5.3,,2.8,5.7,2.5,-,9.6,Top 5,10,8,-,9.6,,10,9.6,9.2,9.2,9.2,9.6,10,9.2
IND00106,Private Capital,Photos/Kartick Maheshwari.png,Kartick Maheshwari,Partner,Mumbai,Khaitan & Co,,4.2,,22,-,,1.9,1.5,4.4,-,-,,3.2,5.4,4.38,-,-,,9,8,-,-,,-,-,-,-,-,-,-,-
IND00463,Private Capital,Photos/Jay Gandhi.png,Jay Gandhi,Partner,Mumbai,Shardul Amarchand Mangaldas & Co.,,4.2,,23,5.5,,0.9,3.6,4.4,-,6.6,,2.6,5.3,4.91,-,8.2,,8,8,-,8.5,,10,10,10,10,10,10,10,10
IND00594,Private Capital,Photos/Roxanne Anderson.png,Roxanne Anderson,Senior Partner,Mumbai,AZB & Partners,,4.1,,24,5.4,,1.9,0.8,3.8,-,6.3,,0.2,1.6,6.68,-,8.7,,9,7,-,8.5,,10,10,10,10,10,10,10,10
IND00356,Private Capital,Photos/Nivedita Rao.png,Nivedita Rao,Partner (Deputy Head – Corporate),Bengaluru,Cyril Amarchand Mangaldas,,4.1,,25,5.2,,1.9,0.8,3.8,-,6.4,,1.4,3.2,6.68,-,8.2,,8,8,-,9.8,,10,9.3,10,10,10,9.3,10,9.3
IND00596,Private Capital,Photos/Srinath Dasari.jpg,Srinath Dasari,Senior Partner,Bengaluru,AZB & Partners,,4.1,,26,5.8,,1.3,4.8,3.8,-,5.2,,2.6,2.1,2.78,-,8.7,,9,7,-,9,,9,9,10,10,9,10,9,9
IND00164,Private Capital,Photos/Rabindra Jhunjhunwala.png,Rabindra Jhunjhunwala,Partner,Mumbai,Khaitan & Co,,4.1,,27,3,,0,0.6,0,-,6.2,,2.8,3.8,5.32,-,9.6,Top 5,10,8,-,9.9,Top 10,9.6,10,9.8,9.8,10,9.8,9.8,9.8
IND00724,Private Capital,Photos/Ganesh Rao.png,Ganesh Rao,Partner,Mumbai,Trilegal,,4,,28,5.2,,0.6,0,3.4,-,7.9,Top 10,6,4.3,8.16,-,8.7,,9,7,-,-,,0,0,0,0,0,0,0,0
IND00218,Private Capital,Photos/Siddharth Shah.png,Siddarth Shah,Partner,Mumbai,Khaitan & Co,,4,,29,6,,1.3,5.5,9.8,-,6.2,,3.4,5.4,4.46,-,8.9,,9,8,-,-,,0,0,0,0,0,0,0,0
IND00701,Private Capital,Photos/Amit Khansaheb.png,Amit Khansaheb,Partner,Gurugram,Trilegal,,4,,30,6.2,,1.6,6,4.2,-,6,,6,4.3,2.4,-,8.7,,9,7,-,-,,0,0,0,0,0,0,0,0
IND00477,Private Capital,Photos/Manish Gupta.png,Manish Gupta,Partner,Gurugram,Shardul Amarchand Mangaldas & Co.,,4,,31,5.2,,0.3,3.6,5.8,-,6.4,,10,3.5,3.13,-,8.2,,8,8,-,8.8,,10,10,9,9,9,7,10,9
IND00130,Private Capital,Photos/Nidhi Killawala.png,Nidhi Killawala,Partner,Delhi,Khaitan & Co,,4,,32,4.3,,0.6,0.8,5.3,-,6.5,,3.4,3,6.22,-,9.6,Top 10,10,8,-,8.8,,9,10,9,9,9,9,9,9
IND00074,Private Capital,Photos/Divaspati Singh.png,Divaspathi Singh,Partner,Mumbai,Khaitan & Co,,3.9,,33,4.2,,0.9,0,0,-,6.1,,6.8,4.4,3.41,-,9.6,Top 10,10,8,-,8.5,,10,10,10,10,10,10,10,10
IND02476,Private Capital,Photos/Nishchal Joshipura.png,Nishchal Joshipura,Leader,Mumbai,Nishith Desai Associates,,3.7,,34,5.2,,0.3,3.2,7.8,-,6,,2,4.4,4.87,-,8.2,,8,8,-,8.5,,10,10,10,10,10,10,10,10
IND04763,Private Capital,Photos/Pranav Sharma.png,Pranav Sharma,Partner,,Cyril Amarchand Mangaldas,,3.6,,35,5.5,,1.3,2.7,4.4,-,5,,2.6,2.1,3.16,-,8.2,,8,8,-,8.7,,10,9,10,10,8,7,10,7
IND00813,Private Capital,Photos/Yogesh Singh.png,Yogesh Singh,Partner,Gurugram,Trilegal,,3.6,,36,3.6,,0.3,0.6,0,-,5.7,,4,4.3,3.53,-,8.7,,9,7,-,9.9,Top 10,10,10,10,10,9.6,9.6,10,10
IND01232,Private Capital,Photos/Gunjan Shah.png,Gunjan Shah,Associate Partner,Mumbai,Shardul Amarchand Mangaldas & Co.,,3.5,,37,-,,1.3,2.8,5.3,-,-,,2.6,5.3,4.94,-,-,,8,8,-,-,,-,-,-,-,-,-,-,-
IND00765,Private Capital,Photos/Pranav Atit.png,Pranav Atit,Partner,Mumbai,Trilegal,,3.5,,38,4.8,,0.3,2.1,4.4,-,4.9,,2.2,3.2,2.62,-,9.4,,10,7,-,9,,9,10,10,9,10,8,9,10
IND01707,Private Capital,Photos/Winnie Shekhar.jpg,Winnie Sherkhar,Partner,Bengaluru,IndusLaw,,3.5,,39,5.1,,0,3.6,0,-,5.8,,10,2.1,2.21,-,6.5,,6,7,-,10,Ranked 2nd,10,10,10,9.5,10,10,10,10
IND00582,Private Capital,Photos/Nanditha Gopal.jpg,Nanditha Gopal,Senior Partner,Bengaluru,AZB & Partners,,3.5,,40,5,,0.3,2.4,4.4,-,5.6,,2.4,1.6,5.07,-,8,,8,7,-,8.8,,9,9,9,10,10,9,8,8
IND03027,Private Capital,Photos/Siddhart Srivastava.png,Siddhart Srivastava,Partner,,Khaitan & Co,,3.5,,41,4,,0,1.8,0,-,5.3,,2.2,2.5,3.98,-,9.6,Top 10,10,8,-,8.5,,10,10,10,10,10,10,10,10
IND01737,Private Capital,Photos/Minhaz Lokhandwala.jpg,Minhaz Lokhandwala,Partner,Mumbai,IndusLaw,,3.5,,42,3.9,,0.3,1,5.6,-,6.6,,8.4,2.5,4.74,-,6.5,,7,7,-,9.6,,9.3,9.3,10,10,9.3,9.3,9.3,9.3
IND00261,Private Capital,Photos/Vivek Mimani.png,Vivek Mamani,Partner,Mumbai,Khaitan & Co,,3.4,,43,4.2,,0,2.1,3.4,-,4.7,,5,3,1.13,-,9.6,Top 10,10,8,-,9.3,,10,10,10,9,10,10,10,9
IND00696,Private Capital,Photos/Aditya Jha.png,Aditya Jha,Partner,Mumbai,Trilegal,,3.3,,44,5.3,,0.9,2.8,3.8,-,5.7,,6,4.3,2.69,-,8.7,,9,7,-,-,,0,0,0,0,0,0,0,0
IND01585,Private Capital,Photos/Shuva Mandal.jpg,Shuva Mandal,Chairman and Managing Partner,,Anagram Partners,,3.3,,45,-,,1.6,2.7,6.2,-,-,,1,3,2.29,-,-,,8,4,-,-,,-,-,-,-,-,-,-,-
IND02506,Private Capital,Photos/Sharda Balaji.jpg,Sharda Balaji,Founder,,NovoJuris,,3.3,,46,4.5,,0,2.4,8.2,-,5.6,,0,0,6.68,-,6.8,,7,5,-,10,Ranked 3rd,10,10,10,10,10,10,10,10
IND00066,Private Capital,Photos/Deepak Jodhani.png,Deepak Jodhani,Partner,Mumbai,Khaitan & Co,,3.2,,47,4.3,,0.6,0.8,4.9,-,4.9,,2.2,3.2,2.73,-,8.9,,9,8,-,7.8,,8,10,10,8,10,8,10,8
IND00398,Private Capital,Photos/Subhalakshmi Naskar.jpg,Subhalakshmi Naskar,Partner,Mumbai,Cyril Amarchand Mangaldas,,3.1,,48,4.2,,0.9,0,3.4,-,6.4,,1.4,1.6,7.27,-,8.2,,8,8,-,-,,0,0,0,0,0,0,0,0
IND02081,Private Capital,Photos/Siddharth Mody.jpg,Siddharth Mody,Partner,Mumbai,J. Sagar Associates,,2.9,,49,4.8,,0.9,0.6,7.1,-,6.4,,7.6,2.1,3.72,-,6.5,,6,7,-,-,,0,0,0,0,0,0,0,0
IND00378,Private Capital,Photos/images.jpeg,S. Harish,Partner,Bengaluru,Cyril Amarchand Mangaldas,,2.8,,50,5.2,,0.9,2.1,5.8,-,4.8,,2.8,4.3,1.73,-,8.2,,8,8,-,-,,0,0,0,0,0,0,0,0
